mtime,stream_id,AR,B,BE,BF,CN,CR,DQ,FQ,HV,PT
2021-11-01T07:40,fg,3724,1311,8997,19542,5128,3181,13415,524,9265,9320
2021-11-01T07:40,fv,2663,20032,3529,24635,19431,18807,16485,7982,23242,15630
2021-11-01T07:40,fz,21707,13605,22977,25536,7126,971,13278,5796,14088,17223
2021-11-01T07:40,g3,15162,1891,27640,21000,7546,22174,22299,22199,30494,1229
2021-11-01T07:40,go,7498,541,20491,975,9591,3347,1928,18,179,15432
2021-11-01T07:40,gt,21579,1828,2157,20811,1759,3913,8102,14229,7248,3209
2021-11-01T07:40,gw,25622,12912,2966,20778,16546,11350,20502,14781,10198,14382
2021-11-01T07:40,ho,2186,14477,4994,10841,3973,6599,5009,6644,12647,7392
2021-11-01T07:40,hv,14772,15843,17481,8858,5254,13753,3669,14976,19061,5863
2021-11-01T07:40,ju,22497,23259,13066,16662,1894,1065,8375,15410,17196,1127
2021-11-01T07:40,jv,9609,19334,2533,14230,3332,11073,9923,11988,18765,13091
2021-11-01T07:40,ko,21694,1270,9090,12267,5733,19549,7811,13099,5272,7288
2021-11-01T07:40,ky,5759,8589,2608,9030,3023,11624,4016,1009,4269,9258
2021-11-01T07:40,l3,10940,15148,5835,13487,14915,16171,6897,5989,18918,1470
2021-11-01T07:40,l5,25943,12279,10607,10967,14507,20119,10455,13309,8521,7378
2021-11-01T07:40,m8,28740,22816,10231,19300,5816,4122,5312,20999,15894,13509
2021-11-01T07:40,n6,24927,27329,26182,19978,231,19235,24832,10194,17841,5047
2021-11-01T07:40,np,14352,9364,1237,14865,10085,8073,11456,12790,25490,1782
2021-11-01T07:40,o2,10292,10249,6876,10496,13214,4547,7764,14563,5862,2853
2021-11-01T07:40,o6,7771,17656,7864,19268,9901,6044,6732,2782,2089,7851
2021-11-01T07:40,p8,22787,13795,29445,28339,10451,4196,3838,15414,17790,8340
2021-11-01T07:40,ps,3353,10656,19242,22206,15905,11543,17223,4056,16097,207
2021-11-01T07:40,pu,22472,9820,8466,26601,19289,2004,21559,2195,21149,16818
2021-11-01T07:40,px,26536,4794,17348,8340,3626,24015,973,11148,23068,11544
2021-11-01T07:40,pz,12252,11508,10668,1503,15494,14101,18284,9957,20756,14992
2021-11-01T07:40,q5,7392,12373,22793,10384,8276,18388,6616,1737,24401,12509
2021-11-01T07:40,qz,23979,7620,1009,8261,16509,9060,18014,5758,913,15184
2021-11-01T07:40,t2,11993,14020,3056,20236,6341,5685,16200,13053,241,9084
2021-11-01T07:40,tz,13523,9774,18715,1439,3649,11680,3323,4161,19169,3315
2021-11-01T07:40,v3,9061,5363,8183,3880,5074,6744,18618,1242,23622,48
2021-11-01T07:40,z2,26544,2918,9228,10345,2707,13568,7880,16606,11884,16467
2021-11-01T07:45,AB,24922,14077,2587,12763,13017,21051,8941,12266,8718,7179
2021-11-01T07:45,Ax,3975,13718,2157,1122,23735,3838,1460,2247,1468,11116
2021-11-01T07:45,BF,7691,7702,2931,12701,667,14110,17472,15737,5508,6775
2021-11-01T07:45,Bx,20264,19043,7248,3501,2734,7785,7149,16911,7274,2009
2021-11-01T07:45,C8,14928,16211,11900,1500,1689,13940,5981,14005,4040,6735
2021-11-01T07:45,CL,24950,7221,12884,7682,5653,11239,12779,1941,7375,1495
2021-11-01T07:45,Ct,10869,700,5602,387,14113,12648,8338,4412,6700,419
2021-11-01T07:45,Cx,18523,16770,10818,10668,12899,5345,13401,3302,2673,6245
2021-11-01T07:45,E2,20690,9841,7998,1569,3621,896,2107,12830,7418,16650
2021-11-01T07:45,E5,12168,12061,12587,13478,16045,24234,9796,5675,3355,14329
2021-11-01T07:45,EF,13274,18870,11111,13454,19010,28621,7152,7115,9393,4761
2021-11-01T07:45,EM,9919,2195,5568,3102,8137,13830,10119,8231,6175,10187
2021-11-01T07:45,EY,16018,20843,6322,16505,19321,18175,6770,16003,7276,15901
2021-11-01T07:45,Ea,15211,5420,6487,1464,13267,8504,4554,15191,8419,22551
2021-11-01T07:45,Eb,11793,14870,8383,4767,15173,15317,2111,3861,2252,6666
2021-11-01T07:45,Es,21632,13641,12020,2258,18542,4918,1097,11720,4427,357
2021-11-01T07:45,F1,11732,15735,2176,13163,20975,6505,16208,13193,3260,16543
2021-11-01T07:45,FR,25531,23140,6182,15220,15770,19342,1340,7186,1456,3797
2021-11-01T07:45,Gm,8002,4381,152,9917,18698,17054,12843,9867,363,7784
2021-11-01T07:45,Hk,14848,11929,3578,10152,16803,18817,1185,4140,6412,8503
2021-11-01T07:45,Hl,12200,10068,6514,5349,5348,9045,6358,7216,4130,15660
2021-11-01T07:45,I1,5221,4778,3882,13138,22626,15934,7503,9558,2377,7780
2021-11-01T07:45,JZ,2901,3593,5643,7609,14637,289,3332,340,2627,16144
2021-11-01T07:45,Jl,69,17259,1245,4126,14791,8671,8895,7341,192,7125
2021-11-01T07:45,KO,19551,11231,13411,8655,17220,10674,9984,3740,8081,18265
2021-11-01T07:45,Kf,5252,24630,3966,10695,11818,6179,10055,9230,1710,21615
2021-11-01T07:45,L1,9924,11654,4441,7679,13678,11675,7546,6150,687,690
2021-11-01T07:45,LM,18162,7574,7613,13659,16316,25042,10820,9682,4070,4308
2021-11-01T07:45,Mf,5630,9101,4259,10677,13880,10373,3363,1318,6065,15094
2021-11-01T07:45,Ms,15305,15740,5272,10066,290,17445,179,8128,575,2462
2021-11-01T07:45,NX,9210,18386,11012,11092,23685,10531,3033,13038,4030,8305
2021-11-01T07:45,Na,8059,11646,9089,6788,6379,20329,14846,14386,5036,9956
2021-11-01T07:45,Nt,18068,1750,8884,3842,19113,19994,13596,11505,6496,2229
2021-11-01T07:45,O3,12424,4452,1366,5968,25521,6407,413,1120,7743,11271
2021-11-01T07:45,O8,8873,17555,10527,8312,3934,18836,2945,12123,3331,4635
2021-11-01T07:45,Oi,22591,104,3535,3968,16148,23412,6157,4843,5479,321
2021-11-01T07:45,Or,13889,1418,11690,10093,8771,12986,579,8038,2257,14921
2021-11-01T07:45,Os,8678,13312,10768,7233,12410,30189,7060,8050,2179,1180
2021-11-01T07:45,PV,4789,19540,11529,6576,10133,24379,9841,15219,7999,5604
2021-11-01T07:45,Pc,936,13527,2823,6166,4014,9971,7543,3330,6932,3936
2021-11-01T07:45,Pu,15975,24737,5139,11455,27597,9348,2764,13472,10290,12663
2021-11-01T07:45,Q6,9656,5594,15018,9313,11552,9836,9023,14775,8741,15402
2021-11-01T07:45,Q7,6566,21666,11703,17213,11512,22846,18283,11297,2472,13434
2021-11-01T07:45,QS,5119,618,5420,397,8631,15394,9050,8550,2814,3366
2021-11-01T07:45,Qd,10418,23818,14711,3531,1280,6593,583,6456,6709,8325
2021-11-01T07:45,Qs,18635,507,7362,8492,8434,4505,13771,11848,3480,1168
2021-11-01T07:45,RX,27957,1983,6008,7632,4805,8790,12790,10812,2428,19154
2021-11-01T07:45,Rb,20147,16407,5586,10626,5136,10456,5974,429,476,3480
2021-11-01T07:45,Rl,20380,4402,90,5769,16025,13072,7215,186,218,14830
2021-11-01T07:45,Rs,24978,7637,7000,7410,8729,15139,4966,15836,296,421
2021-11-01T07:45,Rt,19839,16507,7980,9987,1993,18594,4315,10225,3220,12409
2021-11-01T07:45,Ry,23589,15734,9058,8694,8470,15373,19805,6198,5449,21676
2021-11-01T07:45,U9,497887,497887,497887,497887,497887,497887,497887,497887,497887,497887
2021-11-01T07:45,Ur,11384,21665,4612,678,7729,665,20219,3530,10325,21276
2021-11-01T07:45,Vy,22118,17264,12673,15960,6395,35322,6632,5723,9379,13947
2021-11-01T07:45,W5,26971,18100,10395,9218,8530,8787,2234,9967,2214,17850
2021-11-01T07:45,Wd,18762,9379,10733,9858,505,22028,2365,8717,104,2297
2021-11-01T07:45,Wi,8226,22994,11632,811,21195,25500,16840,16423,1479,16498
2021-11-01T07:45,Ze,23088,6752,10681,5410,12788,11432,1351,14247,5916,11232
2021-11-01T07:45,Zw,5015,18507,12165,16872,6539,25301,5644,18094,4121,1265
2021-11-01T07:45,af,7445,1251,147,2552,16146,6968,10840,4381,4910,15084
2021-11-01T07:45,at,16949,334,7816,10988,2108,5174,12554,8086,6346,14676
2021-11-01T07:45,bc,6648,2441,1471,2970,25786,30749,17384,6145,2706,12864
2021-11-01T07:45,bo,16554,4984,4955,647,13508,15125,6393,11887,5537,10029
2021-11-01T07:45,c4,13459,10741,10924,13618,22955,12180,2284,6600,1010,5649
2021-11-01T07:45,ds,2088,21073,4565,6702,7177,9770,15417,7322,781,4848
2021-11-01T07:45,e1,9021,6322,10389,6050,24393,13586,8193,13054,139,17202
2021-11-01T07:45,en,6310,7094,3630,1914,6023,13321,9171,9199,3139,2692
2021-11-01T07:45,ep,7958,6437,2288,5544,12936,13375,6875,10076,4766,12300
2021-11-01T07:45,fg,26797,9399,7876,13000,11355,35838,11936,15924,2455,21005
2021-11-01T07:45,fv,3786,6408,13021,6623,14930,17349,13702,10460,9646,10764
2021-11-01T07:45,fz,1585,9747,11814,8285,26786,10219,8348,2884,4023,15614
2021-11-01T07:45,g3,10556,13638,12834,9158,18493,28978,5940,9124,8921,16000
2021-11-01T07:45,go,3762,8628,6782,14390,4672,238,19710,7965,4954,7130
2021-11-01T07:45,gt,3551,6859,11071,9101,21035,27937,6651,1923,4424,14470
2021-11-01T07:45,gw,17162,14456,5730,13746,15041,8904,13512,11304,1925,30
2021-11-01T07:45,ho,7805,5053,5956,3285,5847,2605,13153,8523,1570,1724
2021-11-01T07:45,hv,7147,12802,8820,12145,16089,15963,6914,2073,2177,2941
2021-11-01T07:45,ju,6784,1323,5842,4038,5203,15884,4765,8603,2634,4837
2021-11-01T07:45,jv,11561,105,1120,1361,9083,9068,4842,7392,1124,12143
2021-11-01T07:45,ko,20297,8339,10420,6873,11638,16366,10648,10473,5558,866
2021-11-01T07:45,ky,29119,7859,7297,3079,16422,14222,16638,2435,6969,16242
2021-11-01T07:45,l3,11970,991,4120,6480,17459,26439,12766,11268,709,14342
2021-11-01T07:45,l5,1405,2001,2624,13619,11447,20096,3193,4551,236,15907
2021-11-01T07:45,m8,22431,2833,2082,9625,9483,4752,7017,504,3491,7176
2021-11-01T07:45,n6,23188,3965,5938,2711,13105,1382,2380,3997,966,1734
2021-11-01T07:45,np,21525,3918,7066,10336,18330,17432,13066,6386,4008,8694
2021-11-01T07:45,o2,1999,11543,134,6182,24927,20714,8439,5614,3028,515
2021-11-01T07:45,o6,26593,25948,5746,385,3041,30839,18191,7384,2427,23239
2021-11-01T07:45,p8,13991,1182,6621,6964,7361,15934,12273,5220,585,2398
2021-11-01T07:45,ps,1725,12075,4377,8395,27573,6483,13854,10301,6353,8315
2021-11-01T07:45,pu,12304,12666,4864,5839,8192,6838,8809,6702,2629,890
2021-11-01T07:45,px,16304,13066,2239,3153,11185,12104,428,9212,1805,11898
2021-11-01T07:45,pz,30782,5511,3710,2295,29639,19168,7826,17015,3881,11969
2021-11-01T07:45,q5,1458,9020,7246,15372,19955,33851,6044,4305,2403,14914
2021-11-01T07:45,qz,199,7599,8489,10609,17092,24573,2336,2457,7464,9088
2021-11-01T07:45,t2,1942,15579,10595,4918,7187,12689,1831,8949,4243,9546
2021-11-01T07:45,tz,13629,12702,13758,13968,7289,13781,67,10313,1879,14113
2021-11-01T07:45,v3,11468,21179,14356,9687,3912,25402,3164,14691,8841,20754
2021-11-01T07:45,z2,25352,9407,11516,2921,14690,9170,8518,8091,6389,7327
2021-11-01T07:50,AB,26069,14572,6409,14712,18104,19925,5330,18085,12128,8237
2021-11-01T07:50,Ax,17766,13926,5549,7248,9653,9157,12932,12075,3897,16572
2021-11-01T07:50,BF,25640,11634,4134,22210,4935,3910,5298,15190,7961,17333
2021-11-01T07:50,Bx,15305,13588,3794,1823,3738,11555,15546,13196,10046,19443
2021-11-01T07:50,C8,6444,8517,1938,11487,13181,2760,6838,3596,9484,14886
2021-11-01T07:50,CL,21103,1875,11746,7693,9983,16829,2429,16035,11624,7035
2021-11-01T07:50,Ct,9598,19071,1641,15075,4682,19655,8590,1437,1776,17314
2021-11-01T07:50,Cx,13510,26306,6483,16717,20599,4277,10167,10078,10779,18645
2021-11-01T07:50,E2,21120,3521,673,2975,11789,9793,11884,3627,6917,2524
2021-11-01T07:50,E5,17090,9558,2551,13991,11905,9655,11835,9439,7526,3497
2021-11-01T07:50,EF,265,13817,5207,15380,1831,4540,3192,6769,8991,18663
2021-11-01T07:50,EM,22288,13975,3965,13903,12980,5061,16610,3394,5997,1540
2021-11-01T07:50,EY,7317,4118,1761,17943,8891,7019,20583,9429,14898,28190
2021-11-01T07:50,Ea,10386,26961,8845,8368,1425,14340,20251,15180,13038,16297
2021-11-01T07:50,Eb,3473,12415,9100,7013,3763,11529,16753,8776,7425,2299
2021-11-01T07:50,Es,7278,1735,1074,20344,10318,15823,4898,2693,2677,15757
2021-11-01T07:50,F1,8415,2869,11143,13014,11351,9756,13670,20424,8669,5993
2021-11-01T07:50,FR,6804,1207,5660,16716,2102,13378,18590,2182,10520,16787
2021-11-01T07:50,Gm,8240,10150,7887,15012,3685,17285,8220,10484,4139,16802
2021-11-01T07:50,Hk,8066,20878,5014,18824,4002,4555,10034,13459,9404,18020
2021-11-01T07:50,Hl,641,11695,15706,18477,2588,13135,8043,16935,11793,72
2021-11-01T07:50,I1,3592,7171,7198,563,12141,16887,6843,1935,11306,15590
2021-11-01T07:50,JZ,25414,10016,5423,15952,25565,21597,7478,1628,13963,2694
2021-11-01T07:50,Jl,5511,2849,2732,5312,12937,4601,10045,1123,13519,17153
2021-11-01T07:50,KO,3058,9916,11202,7140,4654,21303,11521,14030,9889,21934
2021-11-01T07:50,Kf,11983,20766,7297,2113,539,8820,15358,16404,5368,13196
2021-11-01T07:50,L1,19463,2383,11006,17306,14521,16526,8774,12593,1681,40
2021-11-01T07:50,LM,6126,7378,3048,9954,1997,6103,10064,10854,932,7277
2021-11-01T07:50,Mf,12088,20045,10643,12732,396,17913,2072,7257,6652,2731
2021-11-01T07:50,Ms,24181,7350,9575,23722,14630,21645,17552,7624,4010,24341
2021-11-01T07:50,NX,14285,14477,3095,16778,9532,17086,12719,2222,611,18706
2021-11-01T07:50,Na,29903,11851,12789,5931,5190,8186,14351,7006,2057,3907
2021-11-01T07:50,Nt,19092,16545,9738,8222,16473,16759,5843,14348,10693,21729
2021-11-01T07:50,O3,19008,1588,11390,17998,16452,549,2344,1042,10289,4085
2021-11-01T07:50,O8,4711,14148,9055,12681,5945,6863,3481,3121,3252,17777
2021-11-01T07:50,Oi,687,10131,6908,3879,14435,10602,11666,18706,9282,21392
2021-11-01T07:50,Or,17816,7408,7509,1120,14506,13964,3712,14318,197,3082
2021-11-01T07:50,Os,28157,17028,2265,4673,18343,11403,3222,2689,106,9557
2021-11-01T07:50,PV,26142,18681,3421,19641,15431,3770,4660,8060,9968,8032
2021-11-01T07:50,Pc,24946,17622,2658,17086,4104,785,13848,741,3038,6272
2021-11-01T07:50,Pu,26014,9139,2786,8568,9941,9309,14231,7004,6582,16610
2021-11-01T07:50,Q6,16442,20029,4510,10493,17184,8949,2879,5899,10199,11922
2021-11-01T07:50,Q7,4017,961,1481,12832,19128,21682,11148,6281,7372,4187
2021-11-01T07:50,QS,21085,17170,9712,8971,2306,6526,16000,11367,818,16826
2021-11-01T07:50,Qd,29826,11286,12963,10820,16485,26935,13226,14409,13323,17886
2021-11-01T07:50,Qs,17959,2577,7860,2505,9576,13534,304,4282,2706,18261
2021-11-01T07:50,RX,20231,26720,4783,16681,9322,29261,20745,12965,8718,20568
2021-11-01T07:50,Rb,29564,10553,3209,15730,18556,247,1912,516,7781,21215
2021-11-01T07:50,Rl,23583,15118,2162,3844,7974,2472,10201,6552,8024,10855
2021-11-01T07:50,Rs,9016,7126,15082,8168,20551,26063,3051,1547,13041,11796
2021-11-01T07:50,Rt,3193,17086,6475,10943,5987,19072,11098,14422,2243,1517
2021-11-01T07:50,Ry,25921,10881,3115,1545,24144,8448,1739,14388,4916,14006
2021-11-01T07:50,U9,33833,3570,13764,24178,16606,13478,7133,15726,2110,13200
2021-11-01T07:50,Ur,24577,16719,1934,12795,2345,17224,4679,1791,1863,8217
2021-11-01T07:50,Vy,762,6941,1855,4876,14800,9861,9028,2006,4371,15560
2021-11-01T07:50,W5,8696,2379,4185,15891,15162,7096,6356,9655,5975,10288
2021-11-01T07:50,Wd,10766,1614,11376,14855,3350,2244,1557,10000,5398,3983
2021-11-01T07:50,Wi,291,13344,11825,14381,12514,10097,12924,13311,10281,21210
2021-11-01T07:50,Ze,5243,8830,9051,6660,13292,12161,10891,6087,8116,7396
2021-11-01T07:50,Zw,7256,3676,4005,2695,20248,4259,17575,17262,6541,9710
2021-11-01T07:50,af,16039,11097,4352,8814,4379,20671,11644,8149,7741,2992
2021-11-01T07:50,at,33455,17557,484,5730,9796,22058,200,15402,10743,9104
2021-11-01T07:50,bc,8250,5000,9316,16126,631,16640,5212,10076,5854,14363
2021-11-01T07:50,bo,9961,9285,4654,13085,13800,4252,20155,8654,7586,27559
2021-11-01T07:50,c4,20076,12823,2781,6234,5659,1088,9333,12217,2015,3545
2021-11-01T07:50,ds,9165,7849,10060,11533,11150,11681,754,9895,174,18075
2021-11-01T07:50,e1,34620,3094,5127,21353,6946,5736,9681,4461,8752,26150
2021-11-01T07:50,en,4354,17188,2253,18315,13666,8649,6080,7137,3575,21285
2021-11-01T07:50,ep,17584,7734,102,16190,9813,3556,12302,9809,10584,12132
2021-11-01T07:50,fg,13319,17714,9629,1508,2926,18072,14467,5282,8447,19333
2021-11-01T07:50,fv,21337,7375,3950,20230,2797,25588,13526,17474,1254,5109
2021-11-01T07:50,fz,5052,17922,9666,2402,15990,11417,5688,8996,4211,16377
2021-11-01T07:50,g3,20329,1476,1217,6973,562,19043,8237,10478,446,3110
2021-11-01T07:50,go,20842,15507,12676,16737,13013,5554,15402,13794,1447,7515
2021-11-01T07:50,gt,17633,18235,6148,14144,19606,9212,16988,4868,4057,19704
2021-11-01T07:50,gw,14532,6624,6676,10775,17378,18013,1677,11060,4821,1345
2021-11-01T07:50,ho,21342,6297,5286,1352,11552,17765,13444,11603,4790,11254
2021-11-01T07:50,hv,17165,6012,2548,15846,17968,2342,10856,1408,1068,16826
2021-11-01T07:50,ju,22888,10595,13954,17728,18436,19665,12543,16367,6461,4279
2021-11-01T07:50,jv,26352,20979,2500,6568,5473,2953,6230,6254,1410,9885
2021-11-01T07:50,ko,13394,10371,7074,1385,7623,24194,9952,10211,8351,17203
2021-11-01T07:50,ky,15396,13201,8398,21351,10496,9961,2617,3288,10132,4410
2021-11-01T07:50,l3,29807,5387,3737,12365,3105,23262,9317,15127,12939,14807
2021-11-01T07:50,l5,25561,2124,1214,23063,11010,2069,18104,18536,8006,19483
2021-11-01T07:50,m8,20810,10650,3163,18834,2504,5129,5163,14092,8213,11314
2021-11-01T07:50,n6,18223,12869,9356,13856,18130,19905,3043,17200,9728,7518
2021-11-01T07:50,np,13657,1107,3401,8863,9085,18278,750,3834,2410,17267
2021-11-01T07:50,o2,6930,11727,2283,9397,4200,13528,9884,7701,6371,13253
2021-11-01T07:50,o6,8377,11354,4575,8946,19137,4152,14575,8588,9398,4579
2021-11-01T07:50,p8,10586,6891,8701,12743,9541,2438,7729,11490,1889,16654
2021-11-01T07:50,ps,22614,19907,1794,11433,3965,9574,6236,6266,4046,4603
2021-11-01T07:50,pu,28687,17622,14685,7730,22853,7010,12218,19390,1649,22056
2021-11-01T07:50,px,3300,13661,7257,3972,3712,12431,4270,12451,9355,18609
2021-11-01T07:50,pz,9515,16205,1261,11311,17960,15740,741,466,191,761
2021-11-01T07:50,q5,25920,24871,12078,2673,9072,10190,11456,11286,3030,7355
2021-11-01T07:50,qz,2111,6869,3736,67,5821,10179,9146,7867,1534,16637
2021-11-01T07:50,t2,497887,497887,497887,497887,497887,497887,497887,497887,497887,497887
2021-11-01T07:50,tz,18765,13503,5779,3123,1995,19473,10746,4141,8749,11475
2021-11-01T07:50,v3,5522,3014,3819,6237,11804,5548,14730,12511,3329,1147
2021-11-01T07:50,z2,23493,17997,1346,11724,22026,22561,9992,12161,5478,12018
2021-11-01T07:55,AB,7650,4860,135,14815,9903,27540,8969,13717,6818,22060
2021-11-01T07:55,Ax,95,19074,7526,15983,9203,8212,9027,2849,18765,10355
2021-11-01T07:55,BF,9775,920,7435,16847,8576,8814,25187,22407,9005,16339
2021-11-01T07:55,Bx,3809,25332,7921,17832,7489,32285,4269,15462,25792,11102
2021-11-01T07:55,C8,3108,22353,4533,4624,3691,3604,14121,12240,12820,16212
2021-11-01T07:55,CL,21381,25988,14173,10140,12557,16012,9915,29750,20908,27073
2021-11-01T07:55,Ct,7456,5282,15292,3119,13941,17027,11153,22087,17539,18811
2021-11-01T07:55,Cx,6518,10056,1861,640,16203,8058,25563,18152,5336,18380
2021-11-01T07:55,E2,12965,18337,1365,436,12428,2170,1019,975,16189,24145
2021-11-01T07:55,E5,13704,4491,13327,16250,10586,15473,6992,28920,26320,1569
2021-11-01T07:55,EF,4791,994,8033,16560,13170,15652,17052,5612,8103,13477
2021-11-01T07:55,EM,464,24305,3728,18635,23356,24762,16604,8222,2258,17164
2021-11-01T07:55,EY,18843,476,19011,7176,18805,24925,25866,954,16896,14494
2021-11-01T07:55,Ea,13414,5299,6758,9364,11746,15223,8968,18934,10661,984
2021-11-01T07:55,Eb,20785,14187,13506,8501,7752,9353,4674,27809,3910,1952
2021-11-01T07:55,Es,10503,8402,10933,1121,4048,21753,30810,15482,8796,24227
2021-11-01T07:55,F1,15004,9942,6258,7361,3723,2220,3875,11805,6277,10270
2021-11-01T07:55,FR,11855,505,4283,6096,1115,20145,6533,7346,10926,8937
2021-11-01T07:55,Gm,14172,19000,15985,9339,4895,25299,18223,11420,8599,4059
2021-11-01T07:55,Hk,5681,5930,6076,14859,1819,12980,12919,17150,16153,14282
2021-11-01T07:55,Hl,16408,19377,13415,2562,4124,14521,3026,24034,4677,9126
2021-11-01T07:55,I1,1261,7161,18391,18682,1124,19723,15510,25335,20871,24036
2021-11-01T07:55,JZ,3613,5308,1053,6059,7291,7376,31622,28338,2740,31102
2021-11-01T07:55,Jl,6889,2433,3501,5966,18450,10797,2873,23892,17093,13099
2021-11-01T07:55,KO,14925,2351,16261,7401,10640,1807,33081,27833,18635,19507
2021-11-01T07:55,Kf,15141,7945,20337,6715,11802,15463,4509,3794,9590,4103
2021-11-01T07:55,L1,4900,17998,7748,13436,1260,9829,1114,5614,17349,3346
2021-11-01T07:55,LM,8642,4582,4327,9506,13105,11290,27465,4918,12856,13574
2021-11-01T07:55,Mf,459,10385,2916,11174,12080,7009,33992,4277,13010,771
2021-11-01T07:55,Ms,604,5803,5923,8398,3709,20248,12423,20467,4425,23509
2021-11-01T07:55,NX,3815,15050,4074,650,5996,10660,32538,9294,18586,10349
2021-11-01T07:55,Na,5917,20517,1839,7149,24377,7608,42819,15632,24709,3763
2021-11-01T07:55,Nt,12434,11290,3708,8171,18220,19250,26696,17159,2637,8031
2021-11-01T07:55,O3,16642,4057,426,3735,8813,32359,13189,27082,23901,29796
2021-11-01T07:55,O8,10033,17559,4638,7445,12325,1664,23062,22718,16858,19538
2021-11-01T07:55,Oi,13623,2197,12150,18721,3738,26074,11219,13551,11311,20323
2021-11-01T07:55,Or,16040,15913,11722,15064,16591,17662,15732,13130,8211,17853
2021-11-01T07:55,Os,1052,16193,10355,14006,12431,4591,27940,6313,14371,31188
2021-11-01T07:55,PV,14502,11897,1881,3678,13734,22667,2143,22691,8076,20371
2021-11-01T07:55,Pc,2997,14066,4440,16766,2329,768,17553,4989,20382,18922
2021-11-01T07:55,Pu,23310,2502,17193,5482,13437,20474,13005,1087,15387,19459
2021-11-01T07:55,Q6,5647,6987,7926,4356,6533,3329,14196,21342,3292,6456
2021-11-01T07:55,Q7,18642,20311,6070,8559,13484,29420,16810,25699,18954,20889
2021-11-01T07:55,QS,119,9514,18436,10714,10609,18302,16898,19920,11214,5763
2021-11-01T07:55,Qd,9305,12410,14193,10238,11248,7873,28509,414,2060,9550
2021-11-01T07:55,Qs,21300,21605,615,18680,26611,2006,1924,8237,8906,32904
2021-11-01T07:55,RX,14212,8489,6825,8644,12245,15647,4676,17687,14409,19163
2021-11-01T07:55,Rb,20204,2174,21531,16646,13086,12188,32412,20435,17406,16521
2021-11-01T07:55,Rl,16168,12309,13057,7240,7384,26862,30120,10272,15319,6066
2021-11-01T07:55,Rs,11528,7559,3904,2368,16127,8138,1478,7699,850,3517
2021-11-01T07:55,Rt,12917,26502,14971,3748,20738,9163,39394,15906,7540,22290
2021-11-01T07:55,Ry,16161,12729,1461,11191,23798,24557,24884,2135,13165,10865
2021-11-01T07:55,U9,4020,12458,16029,11639,12660,12600,9562,1787,6418,3168
2021-11-01T07:55,Ur,11099,1626,16448,5186,120,20774,19864,16569,15362,15697
2021-11-01T07:55,Vy,9965,28139,11468,1593,15339,20973,43652,26242,4790,22265
2021-11-01T07:55,W5,17377,10229,20245,17131,1655,13746,13761,21131,16170,7753
2021-11-01T07:55,Wd,10250,7671,19469,8539,3903,16556,215,20063,2221,17259
2021-11-01T07:55,Wi,6678,6279,13073,12651,23422,20526,36993,15854,22806,4679
2021-11-01T07:55,Ze,19706,12431,3561,6453,18781,13911,3632,1332,14902,14824
2021-11-01T07:55,Zw,21664,21782,21091,3485,25187,7037,36819,31808,6946,2271
2021-11-01T07:55,af,8477,9876,12381,8384,9956,19653,7852,5698,5805,23492
2021-11-01T07:55,at,16632,1949,14640,15785,7599,20978,28892,3082,339,12431
2021-11-01T07:55,bc,6558,21012,19253,12716,21620,17449,9425,24659,13810,441
2021-11-01T07:55,bo,922,11058,7052,12789,13927,11291,34868,27759,3346,24942
2021-11-01T07:55,c4,11194,8899,9455,4506,23628,31719,102,10084,25049,18752
2021-11-01T07:55,ds,1361,3956,690,3564,72,10964,3912,6697,16400,9610
2021-11-01T07:55,e1,16252,16224,15425,5439,18734,3606,27582,10713,15853,7359
2021-11-01T07:55,en,19373,15976,830,5818,3928,16791,34862,17854,5079,22069
2021-11-01T07:55,ep,8993,24805,7531,7932,11250,37134,3316,8605,3495,5740
2021-11-01T07:55,fg,13563,9696,7392,16137,160,9232,27344,8612,8262,8982
2021-11-01T07:55,fv,16495,4052,12066,8235,18369,13720,26343,12531,15938,9090
2021-11-01T07:55,fz,10739,17852,11540,1576,16925,14265,12461,16594,9254,21910
2021-11-01T07:55,g3,6045,15130,21980,7382,5913,5019,12813,27791,806,26713
2021-11-01T07:55,go,497887,497887,497887,497887,497887,497887,497887,497887,497887,497887
2021-11-01T07:55,gt,15575,5540,6499,13683,2577,25133,21157,19358,13923,25736
2021-11-01T07:55,gw,13802,25701,17264,14654,19779,32358,18834,29592,16682,9587
2021-11-01T07:55,ho,19398,26006,21368,11015,16900,18808,31955,17369,24855,1528
2021-11-01T07:55,hv,15895,6785,13334,13620,2208,12044,1192,15190,17498,12646
2021-11-01T07:55,ju,15042,6806,16115,3253,18531,2407,16157,16014,14132,22444
2021-11-01T07:55,jv,12951,1149,944,13507,8774,20052,22942,9756,13683,13196
2021-11-01T07:55,ko,4650,13103,376,9290,9956,2792,24063,22766,4944,23615
2021-11-01T07:55,ky,2353,5364,4992,7587,14828,9883,22162,1276,17519,9742
2021-11-01T07:55,l3,4756,15328,15204,6643,22893,3050,27233,14379,3327,18779
2021-11-01T07:55,l5,6160,14710,3411,1705,16529,19086,3174,10085,13933,6032
2021-11-01T07:55,m8,1651,13494,13723,11439,13429,8076,6003,6161,10645,13512
2021-11-01T07:55,n6,3783,18202,13368,6425,12509,26254,38021,28800,14146,31837
2021-11-01T07:55,np,22436,6461,21169,1635,5140,28638,13351,170,5761,23134
